Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num points	Area µm^2	Perimeter µm
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3cda37a2-316b-4e21-ad49-65275319ea5a	Tumor	Tumor	stroma 5	Polygon	32689.2	7807.4		12185.7	859.76
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ff02fa71-9ce6-473f-9ac9-47340c956b82	Tumor	Tumor	stroma 5	Polygon	32781.6	7763.3		1048.1	130.17
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5de9f07e-b749-44d6-bcc5-3b18017d20e5	Tumor	Tumor	stroma 5	Polygon	32836.1	7867.7		21152.1	816.73
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	71149bbc-c6fd-4bdd-b9ab-2ceba9530c92	Tumor	Tumor	stroma 5	Polygon	32978.8	7488.9		2849	216.19
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5ebf8770-6599-41e2-8725-93771b037437	Tumor	Tumor	stroma 5	Polygon	33192.6	7766.6		9398.5	551.14
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cd544c7a-0b1b-4ce2-a0e2-dd3e646a3256	Tumor	Tumor	stroma 5	Polygon	33022.5	7859.8		35712.4	1544.3
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ecb2be5d-9b95-42e8-96c2-0fe54e059199	Tumor	Tumor	stroma 5	Geometry	33388.2	8031		140078.7	2770.2
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	386c8d5d-35cc-4756-83f1-567b71a42c87	Tumor	Tumor	stroma 5	Polygon	33640.3	8210.8		13612.7	501.27
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c4dfef6e-8c6e-489d-b45f-d36e7ce489c5	Tumor	Tumor	stroma 5	Polygon	33726.3	8274.9		450.64	92.35
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	23adbec2-6e1a-43ec-87b8-77284118596a	Tumor	Tumor	stroma 5	Polygon	33542.5	8300.1		1290.1	147.2
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b98ac3af-d3a7-478a-8e03-196ee9d995a2	Tumor	Tumor	stroma 5	Polygon	33474.8	8303.1		2100.1	253.96
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	72509cbf-a3f3-475e-afa6-13c12f09eaa7	stroma 2	stroma 2	Image	Polygon	31946	4896.6		696117.8	3274.4
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	39349d8e-bd39-414c-87b3-3fec3e60293a	fibroblasts	fibroblasts	stroma 2	Points	32015.9	4736.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	977cb06e-a7d1-4944-920a-e82d0ac8468b	fibroblasts	fibroblasts	stroma 2	Points	32017.2	4730	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c69bd60f-9c9a-4bb7-8bee-94dc8bf1fa57	fibroblasts	fibroblasts	stroma 2	Points	31991.7	4728.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	75ca8a08-ef0b-4a1d-a614-8ac803314c46	fibroblasts	fibroblasts	stroma 2	Points	32283	5064.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0fd669a0-9045-40a9-8c45-dc1ddb5ed94a	fibroblasts	fibroblasts	stroma 2	Points	32274.9	5037.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	16c7687d-ec4a-4f49-8628-47f728d94167	fibroblasts	fibroblasts	stroma 2	Points	32295.1	5018.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fa70be85-2f61-41ef-b3f9-da884f9c89a8	fibroblasts	fibroblasts	stroma 2	Points	32309.7	5029.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	83632932-e7a5-4f9d-8e58-0f6cc9e4a378	fibroblasts	fibroblasts	stroma 2	Points	32317.9	5039.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6958e954-16a0-44d1-a822-4d8dc92b4b4f	fibroblasts	fibroblasts	stroma 2	Points	32320.4	5046.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	81425686-02b9-419e-b65f-2690f0133afb	fibroblasts	fibroblasts	stroma 2	Points	32321.1	5077.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dfd96d35-4096-414c-8f77-332f729b5b1a	fibroblasts	fibroblasts	stroma 2	Points	32301.7	5077.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3562cc52-261f-4ec6-b157-ae0ba50081df	fibroblasts	fibroblasts	stroma 2	Points	32290.9	5067.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d51b7800-1c99-45b5-95d2-5da400677806	fibroblasts	fibroblasts	stroma 2	Points	32275.5	5046	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ed123fa5-58dc-4f25-8eb5-165e3b7636c2	fibroblasts	fibroblasts	stroma 2	Points	32302	5020	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	478f9c5c-7b2f-4671-b43b-65dc753fc08d	fibroblasts	fibroblasts	stroma 2	Points	31625.4	4733.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2c65f63d-9781-45b7-9b8c-2d4580dedcf0	fibroblasts	fibroblasts	stroma 2	Points	31618.5	4728.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b8e2304f-9c02-4dce-93d3-b956a8591fae	fibroblasts	fibroblasts	stroma 2	Points	31610.1	4720.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	879c3774-c620-430d-91b3-4d81e27fcf58	fibroblasts	fibroblasts	stroma 2	Points	31601.3	4716	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	89fb7e5e-fc0c-41d0-a1b4-437dee24f298	fibroblasts	fibroblasts	stroma 2	Points	31586.9	4705.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b6bd596b-26f0-4bf0-858f-a10949a43dbb	fibroblasts	fibroblasts	stroma 2	Points	31594.1	4680.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b7370456-3676-48f7-a126-641c2fc3ad51	fibroblasts	fibroblasts	stroma 2	Points	31589.7	4692.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	27db2c9c-060c-4e18-845a-ac23c29771ce	fibroblasts	fibroblasts	stroma 2	Points	31602.7	4670.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c33231ba-a306-4fff-ad79-4e9d98f13b0f	fibroblasts	fibroblasts	stroma 2	Points	31626.9	4666.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f99a9676-6175-414a-9ff9-e18d831e00fc	fibroblasts	fibroblasts	stroma 2	Points	31635.9	4677.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d7416410-6d2c-4af2-8983-7805eedd74fe	fibroblasts	fibroblasts	stroma 2	Points	31638.6	4684.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f95bd8c8-ec5d-4e82-9389-226d095dd737	fibroblasts	fibroblasts	stroma 2	Points	31639	4703.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	04090bdb-43e7-49c6-a21e-73969e3edc4d	fibroblasts	fibroblasts	stroma 2	Points	31638.3	4718.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5f9836c3-6308-48b3-8b98-0375bdcaec11	fibroblasts	fibroblasts	stroma 2	Points	31636.1	4721.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8acd9ec7-56bf-4890-9f3f-d0453c6a14ec	fibroblasts	fibroblasts	stroma 2	Points	32246.8	5120.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6386e963-ed2b-419f-8e55-ff0551c1658c	fibroblasts	fibroblasts	stroma 2	Points	32257	5122.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2e8fe093-d22d-41c7-ac27-e8b5a461e304	fibroblasts	fibroblasts	stroma 2	Points	32261.6	5148.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	79f7eef0-a5bf-4bd1-954d-606e7d133776	fibroblasts	fibroblasts	stroma 2	Points	32253.7	5163.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cec4ad0e-f425-4a57-acd2-77012d777281	fibroblasts	fibroblasts	stroma 2	Points	32245.2	5171.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	75d715ec-0cc5-4af3-8fea-d842749e6386	fibroblasts	fibroblasts	stroma 2	Points	32266	5153.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	33065255-f4e7-4eb4-b20a-08e16e454f5e	fibroblasts	fibroblasts	stroma 2	Points	32276.4	5138.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	58ec711d-cf2b-4500-85cf-198ae86f4a11	fibroblasts	fibroblasts	stroma 2	Points	32286.8	5144.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cb91331d-f2a2-4aa0-aade-cc9797b45e2f	fibroblasts	fibroblasts	stroma 2	Points	32291.9	5150.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0185a106-0c75-448f-ba4f-5e0009f9e744	fibroblasts	fibroblasts	stroma 2	Points	32290.5	5159.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a25d039a-65fb-46bf-a174-fc9b0fe3fa09	fibroblasts	fibroblasts	stroma 2	Points	32285.9	5169.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8001d8db-d4ce-472f-bffb-23b7cd05e578	fibroblasts	fibroblasts	stroma 2	Points	32276.5	5175.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ced7c858-5cf2-4408-a001-779eefabb697	fibroblasts	fibroblasts	stroma 2	Points	32264	5172.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	38f3945d-ad9a-4b75-a8a8-7b47b9f2746f	fibroblasts	fibroblasts	stroma 2	Points	32262	5163.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fbab973a-b760-43bc-b30d-0ef2107fa44d	fibroblasts	fibroblasts	stroma 2	Points	32202.3	5167.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f29971c6-2846-423c-a561-17044e39b07a	fibroblasts	fibroblasts	stroma 2	Points	32193.4	5170.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1d7c92a7-e46a-4ae8-99ff-51d92c117c8b	fibroblasts	fibroblasts	stroma 2	Points	32202.1	5182.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b3aa283c-05f5-484c-81c1-141eae6a7b24	fibroblasts	fibroblasts	stroma 2	Points	32213.5	5193.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e7f30cdb-71c5-45d4-a4a0-a92532db44ef	fibroblasts	fibroblasts	stroma 2	Points	32215.6	5203.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5d9c15c0-cba1-46a9-92f1-1bda4a0c1f0f	fibroblasts	fibroblasts	stroma 2	Points	32198.9	5205.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	31770216-d7b3-4e9a-9622-801d085f682d	fibroblasts	fibroblasts	stroma 2	Points	32181.7	5189.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c6678536-3054-42a6-9bf4-9fc44bf026d6	fibroblasts	fibroblasts	stroma 2	Points	32165.1	5099.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	024b05c3-e97d-4cef-b6e7-f44381df8cd4	fibroblasts	fibroblasts	stroma 2	Points	32168.9	5088.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	eab86472-8798-486d-9b56-f5ba83160820	fibroblasts	fibroblasts	stroma 2	Points	31730.9	4776.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a54b8f3d-198e-4f32-9db7-d6cec32a2b4c	fibroblasts	fibroblasts	stroma 2	Points	31724.6	4755.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8a9146e5-424a-49af-bb20-a3eeb141a644	fibroblasts	fibroblasts	stroma 2	Points	31733.7	4739.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2a2503f9-4f7d-4cb8-9222-37c0ed4c0c85	fibroblasts	fibroblasts	stroma 2	Points	31734	4730.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e52c35dc-63e1-4e6e-bcb1-abeffe35253f	fibroblasts	fibroblasts	stroma 2	Points	31736.4	4720.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	85c4e295-ed19-4fdf-904d-6b667f4a5d8f	fibroblasts	fibroblasts	stroma 2	Points	31735.5	4708.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e8f94f11-420c-4b40-bbd2-3bd549ef1235	fibroblasts	fibroblasts	stroma 2	Points	31729	4702.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	7bcb6119-1d56-4d89-a6af-ccc990be4011	fibroblasts	fibroblasts	stroma 2	Points	31724.1	4685	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e4d08538-2a19-4270-8f03-b6fe3c25c91e	fibroblasts	fibroblasts	stroma 2	Points	31731	4675	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b95c8a3f-f2db-4a43-a10b-c5a2d1859c8b	fibroblasts	fibroblasts	stroma 2	Points	31738.6	4657	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2b983f37-045e-49d7-9134-99f3df8e369f	fibroblasts	fibroblasts	stroma 2	Points	31747.1	4651.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f2c13e2e-6449-4b6f-bd26-07b4bb6ed44b	fibroblasts	fibroblasts	stroma 2	Points	31763.3	4652.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4f1c5e76-a844-4ee5-b5d7-6b82150a450c	fibroblasts	fibroblasts	stroma 2	Points	31774	4660.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	26b23fd6-7ca4-40a6-88ea-5619f00a06de	fibroblasts	fibroblasts	stroma 2	Points	31793.3	4677.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3f0a9750-0f1c-4d6b-bd81-7632822e9ce8	fibroblasts	fibroblasts	stroma 2	Points	31805.3	4690.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f407fd9e-7306-4c7a-b64e-160ff6b6a6eb	fibroblasts	fibroblasts	stroma 2	Points	31817.5	4699	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4cce53f0-31a2-4f1c-9e3f-4681700c1779	fibroblasts	fibroblasts	stroma 2	Points	31823.4	4703.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b2fa702c-5a3f-4cbc-9b02-3e8cdf2df524	fibroblasts	fibroblasts	stroma 2	Points	31845.5	4707.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ea123d43-60c2-497a-8e43-42ceb07e29c3	fibroblasts	fibroblasts	stroma 2	Points	31854.4	4718.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2014d62d-b694-459f-9849-2a3a1c299496	??	??	stroma 2	Points	31620.8	4665.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8ab9072e-41c2-4be0-b445-3c9e8f598db1	??	??	stroma 2	Points	31831.4	4851.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b95b24bb-0974-4d3e-bd21-603be0d803ee	fibroblasts	fibroblasts	stroma 2	Points	32207.4	5079.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	09e51dd1-2041-42a2-b507-8dc85818bdf3	fibroblasts	fibroblasts	stroma 2	Points	32218.8	5088.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	be14da9f-2a1f-4236-8927-a6d615f4eebd	fibroblasts	fibroblasts	stroma 2	Points	32222	5101.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5dacd08e-71db-42e3-9be4-36cf7b43fe2b	fibroblasts	fibroblasts	stroma 2	Points	32225.4	5108.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6132a233-64b4-4079-a73d-677bbfe8a392	fibroblasts	fibroblasts	stroma 2	Points	32160.8	5129.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	456b3560-667c-4955-bda8-eabfb2a8f31e	fibroblasts	fibroblasts	stroma 2	Points	32161.1	5143.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5fedae97-ad3d-4afd-8d16-4b3cc21ab190	fibroblasts	fibroblasts	stroma 2	Points	32162.4	5117.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1eb77114-cd0a-40e9-a8ea-00bc4f698f41	fibroblasts	fibroblasts	stroma 2	Points	31872.9	4304.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a93b2b2a-3cd2-4352-bd60-6bd41a508d4e	fibroblasts	fibroblasts	stroma 2	Points	31870.5	4322.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6c43dd1b-b9e0-403e-ad87-014d34b660bb	fibroblasts	fibroblasts	stroma 2	Points	31860.6	4332.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4484f32d-b2f5-4501-97ef-cdaa42550fef	fibroblasts	fibroblasts	stroma 2	Points	31844.7	4313.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3c3b7750-9caf-4b0a-967f-a258eac89e73	fibroblasts	fibroblasts	stroma 2	Points	32021.2	4645.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	16d10c7f-bd73-49da-a980-e641615e88ac	fibroblasts	fibroblasts	stroma 2	Points	32010	4638.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	24a97ada-69a2-4513-a047-cccdf8bab8c9	fibroblasts	fibroblasts	stroma 2	Points	31995.1	4626.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3b56b2a8-862e-4e9a-8123-804bb268eaa5	fibroblasts	fibroblasts	stroma 2	Points	32015.5	4616.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8c7e9059-5d07-4715-b250-0295d8557af7	fibroblasts	fibroblasts	stroma 2	Points	32024.1	4628.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dc3a06c0-958b-4e3d-867a-593a02129f03	fibroblasts	fibroblasts	stroma 2	Points	32029.6	4592.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b0110dfc-cb1d-409a-8db5-ddcff3f3818a	fibroblasts	fibroblasts	stroma 2	Points	32044.4	4596.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6ee56803-cb56-4130-8564-2d224bc650a6	fibroblasts	fibroblasts	stroma 2	Points	32099.1	4669.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dacee95e-5b7c-4766-a4e3-33eb5904c1ec	fibroblasts	fibroblasts	stroma 2	Points	32106.4	4693.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	24b625bc-fdee-43ce-b434-a287ed9e2479	fibroblasts	fibroblasts	stroma 2	Points	32114.8	4687.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	23b663e5-8f77-4c13-87f5-f4071ff4b2cc	fibroblasts	fibroblasts	stroma 2	Points	32126.2	4676.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	99e064a3-aba9-490d-bd38-17c3b88c6635	fibroblasts	fibroblasts	stroma 2	Points	31857.7	4728.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	228dca75-6617-4d09-b045-32b89389213b	fibroblasts	fibroblasts	stroma 2	Points	31875.6	4749.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	7d4d33b5-f0fd-4c5b-af15-447deea4af96	fibroblasts	fibroblasts	stroma 2	Points	31883.1	4762.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	be49c0e8-aa0a-4535-b73a-36a0542836c6	fibroblasts	fibroblasts	stroma 2	Points	31887.9	4769.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	aca6d396-57c6-4ad1-b0ea-af1a19d2ef79	fibroblasts	fibroblasts	stroma 2	Points	31888.7	4760.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	953d6a89-8251-486a-912d-24ac6735bad6	fibroblasts	fibroblasts	stroma 2	Points	31895.8	4752.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	20c608c3-bb98-4b89-9d16-6960bccbd0b6	fibroblasts	fibroblasts	stroma 2	Points	31913.8	4776.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	db5d380d-6457-4706-a622-c83775ece388	fibroblasts	fibroblasts	stroma 2	Points	31919.3	4789.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	db999ad0-1dff-4ae5-8726-0ce48630f950	fibroblasts	fibroblasts	stroma 2	Points	31924.9	4787	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c3357a6b-0977-45f1-981d-2c24c67f8955	fibroblasts	fibroblasts	stroma 2	Points	31938.3	4784.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	decb9d55-3dee-48f5-95a0-11eadaf61c7f	fibroblasts	fibroblasts	stroma 2	Points	31947.9	4768.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	581d9259-b69b-4461-af0d-2b50222cd0da	fibroblasts	fibroblasts	stroma 2	Points	31949.8	4747.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e796f5b2-9b6d-4da5-a367-1f277acf7211	fibroblasts	fibroblasts	stroma 2	Points	31973.3	4737.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e1c08fcd-44bf-4751-b03d-5951226a2ba3	fibroblasts	fibroblasts	stroma 2	Points	31988.2	4739.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bd482f89-b07f-4275-a84c-bdf4aeb65ab3	fibroblasts	fibroblasts	stroma 2	Points	31997.5	4747.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c4cf6c37-e9e0-4a8d-af00-b946e4fffc02	fibroblasts	fibroblasts	stroma 2	Points	32016.5	4752.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	53953a5e-3a32-4356-99aa-fc8337b12c3a	fibroblasts	fibroblasts	stroma 2	Points	32031.5	4758	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	72ee5076-37f8-4930-a718-37420fb5356b	fibroblasts	fibroblasts	stroma 2	Points	32035.5	4765.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d8dbbc34-94fc-4ce9-986a-44d465b9c02d	fibroblasts	fibroblasts	stroma 2	Points	32018.8	4785.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1ce4df09-2ed2-4085-b5a5-33683803bc50	fibroblasts	fibroblasts	stroma 2	Points	32019	4793.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b9ffa441-387c-40c0-9086-fa719425b2ac	fibroblasts	fibroblasts	stroma 2	Points	32004.7	4810.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6451c29b-e4a3-4a2b-b34a-78be3d0433e3	fibroblasts	fibroblasts	stroma 2	Points	31982.9	4813.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	475c4205-82e9-4469-b726-a44d84d220e5	fibroblasts	fibroblasts	stroma 2	Points	31976.1	4822.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8c182703-dbfe-450a-bd77-d15f0561565b	fibroblasts	fibroblasts	stroma 2	Points	31947.7	4819.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f0e999fd-5b2c-4fd1-86e3-26b7f2ffac30	fibroblasts	fibroblasts	stroma 2	Points	31966.5	4825.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4657c9c1-e2d0-4900-bcf6-d4bb45ee062d	fibroblasts	fibroblasts	stroma 2	Points	31931	4820.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ad4e07c6-42c2-41bb-83d0-a820c0c95aaa	fibroblasts	fibroblasts	stroma 2	Points	31923.3	4824.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a21f0241-6542-4a2c-b273-d5f1aa0db4a9	fibroblasts	fibroblasts	stroma 2	Points	31917.4	4823.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	09088ac2-1fce-4cdd-99d2-fc63792fe18a	fibroblasts	fibroblasts	stroma 2	Points	31909.9	4829.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f853ca05-c30b-48ea-896f-02d2df3a4cff	fibroblasts	fibroblasts	stroma 2	Points	31895.7	4839.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	13c0a843-2bf8-4281-9457-4c859b5b8e39	fibroblasts	fibroblasts	stroma 2	Points	31885	4844.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bd390903-5e15-4df5-bce9-74bd39b4c0d1	fibroblasts	fibroblasts	stroma 2	Points	31875.8	4844.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e0042eda-8c94-43d9-8f93-ffdc69b52ed6	fibroblasts	fibroblasts	stroma 2	Points	31864.4	4845.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cab83866-eb5f-4096-a068-cbe349cf9cfd	fibroblasts	fibroblasts	stroma 2	Points	31848.3	4851.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8e5d2ebe-876f-4ee2-ad4f-92f5b0071d54	fibroblasts	fibroblasts	stroma 2	Points	31840.5	4851.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dbf6c625-e4ad-4a33-b538-56daf7caec92	fibroblasts	fibroblasts	stroma 2	Points	31801.7	4847.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e2d1bc0e-8c8f-4b6f-b62d-7e52a77aa507	fibroblasts	fibroblasts	stroma 2	Points	31778.8	4824.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	010758ab-5124-44ce-9e2f-b7f8ccb4edf8	fibroblasts	fibroblasts	stroma 2	Points	31761.2	4784.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a2b8654e-7fef-46e4-a0fb-e84e8ebb781f	fibroblasts	fibroblasts	stroma 2	Points	31780.6	4791.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	553de510-5428-40fa-b8a1-af504e0e2e0e	fibroblasts	fibroblasts	stroma 2	Points	31789.2	4797.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	21bcb427-c36f-44e3-90ef-8271414c8a58	fibroblasts	fibroblasts	stroma 2	Points	31797.9	4807.7	1		
