Image,Class,Area µm^2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,22298.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3885
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,21962.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9394.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,27149.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2112.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2912.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2156.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1631.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4780.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3528.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,836.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2490.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,9892.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3597.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,229.61
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,54432.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3034.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3822.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7534.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,10166.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11256
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4839.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3802.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2497.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5634.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1538.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1741.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,645.11
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,132242.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,266848
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,30206.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,109541
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4909.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,29643.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,33532.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,99560.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1385.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,136091
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,10760.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,17809.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7309.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9567.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,8410.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,27099.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,14541.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,12069.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3001.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1968.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1968.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,18255.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,40338.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1968.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1907.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,631.25
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1528.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,42710.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7964.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3930.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,22591.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3491
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2684.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2985.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,6492.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4691.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2248.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2248.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11371.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3484.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4881.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5850
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9573.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5079.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,6012.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,42420.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7189.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,13020.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2586.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,19635.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,114591.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,62612.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,211802.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,40237.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,13358.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6030.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7443.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,6250.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4458.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,13503.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2279.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2603.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,38028
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,14867.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7123.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,904.85
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,904.85
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2033.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4251.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1442.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,904.85
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11861.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,12000
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3202.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1893.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9895.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3151.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4470.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3656.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,15558.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1397.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1397.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,11183.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3088.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4986.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,9992.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,17848.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,10792.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,7447.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,17333.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4173.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2547.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1117.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9599
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2722.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,226791
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3592.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3572.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,884.48
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,914.86
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,96655.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5559.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2846.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1534.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3226.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2385.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3292.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3011.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2004
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1467
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,8695.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,694.34
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4493.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,547.92
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5434.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1453.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,20511
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,24385.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2514.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,34977
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,68782.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1888.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,6165
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,2600.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,3410.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,679.31
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,729.42
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,322.21
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,335.23
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,91370.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2808.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2808.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5068.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4051.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,22166.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,111045.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,8517.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1595.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,708.44
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,93586.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2921.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,940.97
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,887.47
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5298.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,811.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3755.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,404.47
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4191.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4406.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5035.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2874.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4135.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2560.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,243279.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,8140.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2900.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,15949.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5746.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,10960
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7133.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,134848.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,58247.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1755.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4185.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1712.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1712.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5345.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,13177.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4485.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,26568
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5185.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2544.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,9210.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2532.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2882.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5877
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2278.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,464.73
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1713.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4135.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11211
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2608.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,24566.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,33071.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2468.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2259.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,20880.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2847.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3141.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1908.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,9598.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6171.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1876.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2921
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,17553.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5598.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5119.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1857.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,991.22
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,14314.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1846.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,13832
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1284.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3176.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1650.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5786
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5649.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7055.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1481.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1514.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,63631.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,6730.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,8945.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11342
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,24964.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6239.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,924.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,12591.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,21247.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4475.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2907.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4709.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,10865.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1319.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,46383.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,22360
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4533.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5505
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1397.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5355.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4039.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,25593.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,22213.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5137.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,1857
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,17936.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,11460.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,23053.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1972.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2974.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4884.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6397.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,8159.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1354.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6353.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3008.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6721.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3622.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6738.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,7062.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,3151.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,2082.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,15730.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,2082.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor other invasion,3199.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2430.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,5792.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,11688.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,52677.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,17518.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,4413.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,7185.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,12240.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3542.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,21693.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,14748.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,792.44
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,13325
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,648.53
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,594.83
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,6086.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,478.74
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,3944.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,12907.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,23222.1
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,1091.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,496.35
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,2029.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor lobular acinar invasion,38039.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,14527.9
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,3696.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,7717.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,29536
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,186887.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,6112.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,15001
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11517.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11723.8
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11073.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,23546.5
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,4786.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5359
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,865.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,865.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,865.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,865.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,895.09
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,865.38
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,404153.4
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2820.6
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,5094.7
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,10923.3
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2170
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2170
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,2170
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,17531.2
PKR-2-p53_d240_cald_maspin.ndpi,Tumor stromal invasion,11511
