Image,Object ID,Name,Class,Parent,ROI,Nucleus: P53 mean,Nucleus: P53 sum,Cell: ASMA mean,Cell: NGFR mean,Cell: PDGFRa mean,Cell: CD74 mean,Cell: Vimentin mean,Nucleus/Cell area ratio
PKR-67_Vimcell ,81912c56-5331-4f56-ac5a-6e1ca2921a5e,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roilf,Polygon,0.6594,91,116.8114,0.3479,5.1036,132.5883,102.0916,0.1752
PKR-67_Vimcell ,02693d2e-3a92-45af-a126-11c2af5e2202,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roilf,Polygon,0.5748,73,153.6252,0.41,9.1962,24.0351,98.8258,0.1794
PKR-67_Vimcell ,87ba86ee-0097-4187-923f-a81e0c15f451,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roilf,Polygon,12.454,2167,69.9433,15.3285,28.8096,337.3779,92.3169,0.2496
PKR-67_Vimcell ,9c2b4caa-2044-41c2-ada4-35fd00a9b7fd,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roilf,Polygon,1.0124,244,36.4203,7.9568,26.2505,127.2178,76.3628,0.2269
PKR-67_Vimcell ,05254f7e-ec11-4a94-8590-7ebe338ac62f,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roilf,Polygon,0.5181,43,92.5444,14.203,6.2755,20.1734,55.3064,0.1049
PKR-67_Vimcell ,cfe58564-e658-4c77-8b41-a276e7b7842c,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,Outer_stroma_lobe_roilf,Polygon,0.4504,59,31.4926,24.941,62.6481,79.5323,64.9171,0.1439
PKR-67_Vimcell ,a88d73ab-b563-4430-ad7b-1ade0373b629,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roilf,Polygon,4.125,462,84.6761,4.5254,17.6949,69.7533,103.2825,0.2036
PKR-67_Vimcell ,396eed80-24f1-433c-bb5f-06efbabdcf0f,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,Middle_stroma_lobe_roilf,Polygon,5.8692,628,50.8022,32.2284,35.0836,340.1281,41.8524,0.2823
PKR-67_Vimcell ,2f1e991b-848d-4f46-b038-5aeaec02291c,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roilf,Polygon,0.2208,17,55.4519,5.8503,34.2112,186.1016,41.5535,0.1956
PKR-67_Vimcell ,658b454f-582d-4a49-b210-0881905e3700,CD74_pos: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_neg,Middle_stroma_lobe_roilf,Polygon,0.9365,177,62.515,22.1842,41.3747,151.6905,70.4436,0.2375
PKR-67_Vimcell ,5fc77d25-ace2-495c-b2d9-176d24ce5cfa,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roilf,Polygon,7.5652,1740,38.8549,14.9565,25.1275,183.1637,61.1803,0.2302
PKR-67_Vimcell ,874a16ba-85eb-4202-b4cf-e9abf5da7c38,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roilf,Polygon,0.3529,42,110.5582,1.0185,6.6509,35.4064,117.9123,0.1961
PKR-67_Vimcell ,f9e1b703-0d6c-43ab-a8b0-757822ddb6a0,CD74_neg: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_pos,Middle_stroma_lobe_roilf,Polygon,4.217,447,93.1423,21.3907,44.7813,34.9851,125.2781,0.2129
PKR-67_Vimcell ,866a94bc-41a9-49a8-8b28-46417c264b1d,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roilf,Polygon,0.4974,95,40.018,4.3799,18.2413,106.9556,178.4286,0.1986
PKR-67_Vimcell ,4ee6b51c-63eb-4566-9e13-2f236680981f,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roilf,Polygon,5.75,299,84.3251,4.6125,16.0718,71.7694,111.5501,0.0874
PKR-67_Vimcell ,1ac8d95f-4c19-4949-8777-72b80d13cc32,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roilf,Polygon,0.7395,88,65.7241,3.7055,38.7457,77.7543,50.3707,0.1613
PKR-67_Vimcell ,3258bb17-93cb-4c3c-86cc-70d2b498301d,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roilf,Polygon,1.9351,149,146.9794,0.617,21.3211,36.2385,120.789,0.1646
PKR-67_Vimcell ,d0b8243a-6da3-425d-9873-be3c88afa8d9,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_neg,Inner_stroma_lobe_roilf,Polygon,1.1158,212,36.102,26.5729,25.4137,199.9285,45.0782,0.1774
PKR-67_Vimcell ,5eb856ee-bf64-4751-a39f-919c1f88f861,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roilf,Polygon,1,104,95.8298,1.5143,7.2868,100.608,68.0172,0.1881
PKR-67_Vimcell ,95905fe7-bf85-499b-9d88-56ec6feb5a11,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roilf,Polygon,11.4815,2170,106.8229,1.6242,16.8497,38.8064,133.8382,0.2324
PKR-67_Vimcell ,bbce962f-03eb-4513-b37e-6f804ab451f9,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Inner_stroma_lobe_roilf,Polygon,2.5667,308,54.2822,5.526,13.5866,165.8379,132.3824,0.1408
PKR-67_Vimcell ,364f72a9-8c29-4baa-bbdd-34a1cc19f5af,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Inner_stroma_lobe_roilf,Polygon,0.5229,57,46.4708,3.656,17.293,99.0233,200.9359,0.1505
PKR-67_Vimcell ,b0f8d6e4-6c74-4512-b175-6f1bc500698a,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.3,15,22.6523,0.1091,0.2325,0.0062,19.7407,0.0938
PKR-67_Vimcell ,b857f106-5b8e-4ae4-af94-6eed126a0564,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.3784,182,41.2287,7.4493,0.3613,0.4493,41.029,0.2773
PKR-67_Vimcell ,4761e2a7-30bf-4869-a39d-e76613ca1436,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.1365,37,29.4275,0.3771,2.8835,10.0817,84.3587,0.247
PKR-67_Vimcell ,a05fdd46-228b-453b-ae27-b5f7843da3fe,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,1.0847,269,121.5077,0.6905,14.5033,106.7015,159.4405,0.2656
PKR-67_Vimcell ,bfc1a79e-6f9d-4f51-a36d-e38285fc3ace,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.6341,52,34.825,0.8852,14.6671,27.4964,104.3802,0.1115
PKR-67_Vimcell ,e6042ae6-4011-43f2-b9d0-8918696960ad,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,5.1364,226,105.2,6.2789,11.138,74.1408,97.9746,0.1014
PKR-67_Vimcell ,6a15c121-8c17-4a69-90b0-1854295e5dfb,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,0.5198,105,76.9494,0.2556,12.1481,52.2313,51.5727,0.183
PKR-67_Vimcell ,b632b921-8c48-4e6e-947a-441dc1d3623a,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.8442,65,57.9893,0.585,11.7688,110.83,78.8652,0.1111
PKR-67_Vimcell ,7a2c72ed-1be2-4f31-85cc-6ffe794f0b0e,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,1.6049,130,23.4304,0.2551,0.287,0.0623,17.9391,0.1123
PKR-67_Vimcell ,5affa208-e01e-44cf-a779-0b7f56fe1196,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,0.4148,73,89.758,0.0495,2.1364,57.115,58.6484,0.2303
PKR-67_Vimcell ,e6ef634b-d42a-4f96-b581-b5b1eedce5f2,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.1633,32,30.5341,0.1659,0.1143,0.0154,15.3099,0.2089
PKR-67_Vimcell ,2ba4269f-1f97-454e-b033-3a4198cd078c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,3.815,763,133.2528,1.635,6.1578,9.3613,69.0629,0.2447
PKR-67_Vimcell ,4780c681-d914-4e2f-9486-5611a4f8b3be,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Outer_stroma_lobe_roild,Polygon,0.1667,23,13.1296,0.0135,0.0232,0.0019,17.6325,0.2643
PKR-67_Vimcell ,9955f175-ff78-4c92-a090-368b0f02406e,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,2.9036,572,101.5731,1.0479,10.2418,27.1108,111.738,0.2448
PKR-67_Vimcell ,4d6d4615-adbe-4fce-817a-e6bb09a05db0,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,0.9565,154,73.6555,0.6131,10.9781,38.1401,88.4993,0.2299
PKR-67_Vimcell ,796f09c5-4d68-473e-8f68-daad587496d8,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,0.0449,14,77.2266,5.0877,1.8781,2.3444,32.2128,0.2506
PKR-67_Vimcell ,a4c67e41-6452-491d-ad2e-3b9f996ae71c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,1.7452,274,189.8748,2.6534,8.265,19.0109,70.5517,0.2682
PKR-67_Vimcell ,04175e54-4d82-4259-a045-3411d7a44b7f,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,1.0625,51,98.0355,0.1194,9.6677,0.8387,65.3677,0.1391
PKR-67_Vimcell ,1d23c699-7b2c-439e-991a-bcfbccf15f0a,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Outer_stroma_lobe_roild,Polygon,3.0841,660,138.3217,3.9873,8.581,15.7143,71.5344,0.2194
PKR-67_Vimcell ,885276e2-8495-4e8a-96b9-b1ff7a91d696,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roild,Polygon,0.2593,42,68.6327,0.0909,2.7909,55.0509,108.9073,0.2859
PKR-67_Vimcell ,fd5d4b02-d4ce-4774-871f-b94d36f84bc6,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.1749,32,34.9491,0.0299,0.0266,0.041,22.1772,0.198
PKR-67_Vimcell ,85f79982-77a0-4447-aa0d-e74939b90a08,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.4956,56,17.2309,0.0751,0.1544,0.0042,17.2847,0.1526
PKR-67_Vimcell ,1a6f14d7-ed40-4d77-bb7c-3d548a88bcaa,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.4061,173,27.7494,0.1313,0.1389,3.5766,29.1826,0.3165
PKR-67_Vimcell ,88bf0987-d494-4c5d-9161-e173203cc77b,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.6288,205,59.2333,11.6196,2.0302,3.7461,94.025,0.2359
PKR-67_Vimcell ,dab8182d-3bc2-4de9-83cd-ef29fc4d9547,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.4778,43,53.027,0.2108,11.7774,144.2192,177.3002,0.1457
PKR-67_Vimcell ,5cddeef4-cbc8-46df-a151-cb9942108774,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roild,Polygon,1.9227,423,119.8695,1.4801,5.0931,3.0091,86.3916,0.2469
PKR-67_Vimcell ,369a9ced-d900-4e96-a016-0f8828d9a801,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roild,Polygon,0.2233,69,67.6778,9.3605,45.151,19.5184,66.888,0.2121
PKR-67_Vimcell ,0a3519a7-15fa-4f98-b306-78a217ae5645,CD74_neg: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_pos: ASMA_pos,Middle_stroma_lobe_roild,Polygon,0.4884,63,66.4685,55.046,34.8826,1.1077,81.4552,0.1474
PKR-67_Vimcell ,22d863ba-60f2-4289-913c-f2a95c82a918,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,0.149,62,32.9617,0.3426,0.3972,0.0121,19.2142,0.2928
PKR-67_Vimcell ,051de563-f231-41a9-8715-7ee9287f8458,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roild,Polygon,3.6503,668,92.1556,1.0166,6.588,4.3699,103.2691,0.2264
PKR-67_Vimcell ,ed53d63a-ddc5-460f-a800-01eb0f63f2fa,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_lobe_roild,Polygon,1.1163,48,41.97,4.439,36.212,96.9936,182.8522,0.0879
PKR-67_Vimcell ,bfc5286d-bf6b-4005-8088-83fe29bb15cb,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_lobe_roild,Polygon,4.2911,339,230.9654,6.157,10.6397,11.1386,87.9353,0.1734
PKR-67_Vimcell ,060b190c-f09c-4b5e-aece-5d368d8200d7,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Inner_stroma_lobe_roild,Polygon,0.6126,68,62.4679,0.2052,14.7114,24.6457,69.1943,0.1471
PKR-67_Vimcell ,5b868dc1-8a7a-498d-a502-88d7d5c80e17,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roild,Polygon,2.0537,421,95.2947,0.7256,6.1423,33.3577,98.2906,0.2039
PKR-67_Vimcell ,d2ad66f5-b0be-41f0-b410-3fac0cd55b80,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Inner_stroma_lobe_roild,Polygon,2.2471,191,96.9782,0.6516,13.549,100.7729,227.084,0.1243
PKR-67_Vimcell ,4edbc18c-2020-46c9-a580-b9c932609a39,CD74_neg: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_pos,Inner_stroma_lobe_roild,Polygon,1.0031,328,93.8176,23.6345,25.0436,7.7062,89.0179,0.2494
PKR-67_Vimcell ,5df935ee-fd36-4785-b529-c66ce8ad6481,CD74_neg: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_pos: ASMA_pos,Inner_stroma_lobe_roild,Polygon,0.0821,23,81.431,23.3152,27.8148,89.4453,78.9122,0.2251
PKR-67_Vimcell ,2ab461d0-4934-4fbe-8afe-5414d9d5a4bd,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Inner_stroma_lobe_roild,Polygon,0.7209,31,63.7045,2.2955,15.863,112.2994,151.0802,0.0732
PKR-67_Vimcell ,ebbd6c30-1504-4c7d-a1f3-2c416ad12452,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Inner_stroma_lobe_roild,Polygon,1.1121,119,36.6062,2.2729,25.2667,118.4946,127.4698,0.1538
PKR-51_Vimcell,b2880bed-8f20-4987-8db3-79c129c3b313,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,1.4884,128,58.9342,0.1531,20.3963,33.9628,116.1044,0.1103
PKR-51_Vimcell,b9bd170d-29b7-4627-be03-21f2840634c8,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roish,Polygon,0.519,41,87.339,0.1685,18.073,51.9551,171.5562,0.1424
PKR-51_Vimcell,9e3a5132-9a50-472e-80e0-d384f52613ec,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roish,Polygon,0.0273,3,62.8478,0.0079,14.8597,45.5158,74.0514,0.2137
PKR-51_Vimcell,460538d7-0e4c-48c6-ab46-deecb1d89d42,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.5089,57,57.9709,0.1272,15.2702,121.7894,117.257,0.1422
PKR-51_Vimcell,4cee656e-cadf-4343-bf96-9a6ca1bbe19b,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,6.5345,379,58.33,0.4655,29.4335,22.0788,156.2291,0.1303
PKR-51_Vimcell,21064d72-949c-4655-8aa1-565f00fc842b,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roish,Polygon,1.7234,81,88.3648,0,19.0431,17.8143,85.6849,0.0676
PKR-51_Vimcell,f215c143-8f97-4d5b-8f08-1b0687b10e6e,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.1468,16,52.5821,0.0015,19.5456,115.4301,53.5729,0.1541
PKR-51_Vimcell,8ee73e67-804d-4c94-9d9d-779ae4d29f46,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.1168,16,37.309,0.0062,7.801,15.9703,50.131,0.1634
PKR-51_Vimcell,ee9898ce-6f76-436a-b7d9-6a272b3dfdd2,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roish,Polygon,2.0455,90,100.1455,0,17.3443,2.2347,67.8623,0.0598
PKR-51_Vimcell,201341d4-a0e4-4764-a7aa-0939764851ac,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.0465,2,49.2726,0.0629,2.8339,3.4194,73.1242,0.0657
PKR-51_Vimcell,a4c28afc-4fb9-497f-a637-4e45d1466bf7,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,1.0493,149,42.8195,0.3807,9.7473,67.5558,148.1641,0.1503
PKR-51_Vimcell,27bea9e6-2949-4862-bdde-577fa8dad9f6,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: Not tumor: ASMA_pos,Outer_stroma_roish,Polygon,2.8565,597,77.0503,0,5.4892,0.8402,38.7081,0.2016
PKR-51_Vimcell,5cc05ae4-7853-417f-bbea-d75cd36ebb87,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.3526,61,30.9305,0.3645,6.8087,84.2153,112.9362,0.1923
PKR-51_Vimcell,c6ecffd1-dd39-405c-adba-44c4b71a4727,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.9884,85,53.9263,0.2283,17.1517,145.2832,148.7977,0.1152
PKR-51_Vimcell,ac4591b5-aa77-4502-a3c0-0f8deb88ca43,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,1.5724,228,52.3187,0.0414,7.207,156.5132,134.8733,0.1796
PKR-51_Vimcell,99fb9403-1151-44b1-a129-196b37aaab4c,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_neg: PDGFR_pos: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,1.1636,192,33.5076,0.0578,22.2215,272.6575,59.044,0.2192
PKR-51_Vimcell,e0d687e7-d641-4d9b-b0bf-c20d65c27bdc,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,CD74_pos: Vim_pos: PDGFR_neg: NGFR_neg: Not tumor: ASMA_neg,Outer_stroma_roish,Polygon,0.6909,38,66.6936,0.0405,7.7861,228.3035,83.5882,0.0741
